GEO_ID,Geographic Area Name,Total Population,Preschool,Gradeschooler,Teen,Old People,White,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some other race alone,Preschool Percent,Gradeschooler Percent,Teen Percent,Old People Percent,White Percent,Black or African American alone Percent,Asian alone Percent
1500000US550551003002,"Block Group 2, Census Tract 1003, Jefferson County, Wisconsin",1607,69,168,337,183,1422,94,0,6,0,0,0.04293715,0.104542626,0.20970753,0.113876789,0.884878656,0.058494088,0.003733665
1500000US550551003003,"Block Group 3, Census Tract 1003, Jefferson County, Wisconsin",1761,80,172,134,442,1688,7,0,0,0,0,0.045428734,0.097671777,0.076093129,0.250993754,0.958546281,0.003975014,0
1500000US550551003004,"Block Group 4, Census Tract 1003, Jefferson County, Wisconsin",964,39,151,15,185,964,0,0,0,0,0,0.040456432,0.156639004,0.015560166,0.191908714,1,0,0
1500000US550551004001,"Block Group 1, Census Tract 1004, Jefferson County, Wisconsin",2488,91,306,179,535,2224,3,0,28,0,2.76E-05,0.036575563,0.122990354,0.071945338,0.215032154,0.893890675,0.001205788,0.011254019
1500000US550551004002,"Block Group 2, Census Tract 1004, Jefferson County, Wisconsin",1626,119,223,63,263,1411,0,0,16,0,9.83E-06,0.073185732,0.137146371,0.038745387,0.161746617,0.867773678,0,0.009840098
1500000US550551004003,"Block Group 3, Census Tract 1004, Jefferson County, Wisconsin",1790,34,250,46,557,1656,0,13,0,0,0,0.018994413,0.139664804,0.025698324,0.311173184,0.925139665,0,0
1500000US550551005001,"Block Group 1, Census Tract 1005, Jefferson County, Wisconsin",1305,197,138,32,326,1291,2,0,12,0,0,0.150957854,0.105747126,0.024521073,0.249808429,0.989272031,0.001532567,0.009195402
1500000US550551005002,"Block Group 2, Census Tract 1005, Jefferson County, Wisconsin",2012,114,357,93,221,1769,0,0,20,0,3.09E-05,0.05666004,0.177435388,0.046222664,0.109840954,0.879224652,0,0.009940358
1500000US550551005003,"Block Group 3, Census Tract 1005, Jefferson County, Wisconsin",2476,128,299,101,633,2376,14,0,25,0,9.95E-06,0.051696284,0.120759289,0.040791599,0.255654281,0.959612278,0.005654281,0.010096931
1500000US550551005004,"Block Group 4, Census Tract 1005, Jefferson County, Wisconsin",740,0,127,23,135,657,0,0,0,0,0,0,0.171621622,0.031081081,0.182432432,0.887837838,0,0
1500000US550551006011,"Block Group 1, Census Tract 1006.01, Jefferson County, Wisconsin",1606,85,182,61,518,1594,0,0,8,0,0,0.052926526,0.113325031,0.037982565,0.322540473,0.99252802,0,0.00498132
1500000US550551006021,"Block Group 1, Census Tract 1006.02, Jefferson County, Wisconsin",1410,154,113,54,390,1371,0,0,0,0,0,0.109219858,0.080141844,0.038297872,0.276595745,0.972340426,0,0
1500000US550551006022,"Block Group 2, Census Tract 1006.02, Jefferson County, Wisconsin",1881,43,155,123,670,1813,1,0,4,0,0,0.022860181,0.082402977,0.06539075,0.356193514,0.963849016,0.000531632,0.002126528
1500000US550551007001,"Block Group 1, Census Tract 1007, Jefferson County, Wisconsin",2505,181,307,176,458,2330,39,12,14,0,6.53E-06,0.072255489,0.12255489,0.070259481,0.182834331,0.930139721,0.015568862,0.005588822
1500000US550551007002,"Block Group 2, Census Tract 1007, Jefferson County, Wisconsin",777,27,111,25,230,764,11,0,0,0,3.31E-06,0.034749035,0.142857143,0.032175032,0.296010296,0.983268983,0.014157014,0
1500000US550551007003,"Block Group 3, Census Tract 1007, Jefferson County, Wisconsin",1341,85,196,115,279,1328,5,0,0,0,2.22E-06,0.063385533,0.146159582,0.085756898,0.208053691,0.990305742,0.003728561,0
1500000US550551008001,"Block Group 1, Census Tract 1008, Jefferson County, Wisconsin",1381,29,107,88,464,1352,0,11,0,0,0,0.020999276,0.077480087,0.063721941,0.335988414,0.979000724,0,0
1500000US550551008002,"Block Group 2, Census Tract 1008, Jefferson County, Wisconsin",1179,81,159,82,304,1167,0,0,6,2.16E-06,0,0.06870229,0.134860051,0.069550466,0.257845632,0.989821883,0,0.005089059
1500000US550551008003,"Block Group 3, Census Tract 1008, Jefferson County, Wisconsin",1756,92,226,91,314,1715,0,1,0,0,2.92E-06,0.0523918,0.128701595,0.051822323,0.17881549,0.976651481,0,0
1500000US550551009001,"Block Group 1, Census Tract 1009, Jefferson County, Wisconsin",1151,45,80,72,439,1151,0,0,0,0,0,0.039096438,0.069504778,0.062554301,0.381407472,1,0,0
1500000US550551009002,"Block Group 2, Census Tract 1009, Jefferson County, Wisconsin",814,24,51,59,288,801,0,0,0,0,0,0.029484029,0.062653563,0.072481572,0.353808354,0.984029484,0,0
1500000US550551009003,"Block Group 3, Census Tract 1009, Jefferson County, Wisconsin",1843,104,166,95,490,1763,0,0,14,0,0,0.056429734,0.090070537,0.051546392,0.265870863,0.956592512,0,0.00759631
1500000US550551010001,"Block Group 1, Census Tract 1010, Jefferson County, Wisconsin",2117,102,304,135,557,1895,26,0,11,0,4.13E-05,0.048181389,0.143599433,0.063769485,0.263108172,0.895134624,0.01228153,0.005196032
1500000US550551010002,"Block Group 2, Census Tract 1010, Jefferson County, Wisconsin",682,32,48,30,198,660,0,8,0,0,1.29E-05,0.046920821,0.070381232,0.04398827,0.290322581,0.967741935,0,0
1500000US550551010003,"Block Group 3, Census Tract 1010, Jefferson County, Wisconsin",1000,43,81,66,239,954,0,0,46,0,0,0.043,0.081,0.066,0.239,0.954,0,0.046
1500000US550551011001,"Block Group 1, Census Tract 1011, Jefferson County, Wisconsin",2112,167,248,103,425,1828,62,9,12,0,3.54E-05,0.07907197,0.117424242,0.048768939,0.201231061,0.865530303,0.029356061,0.005681818
1500000US550551011002,"Block Group 2, Census Tract 1011, Jefferson County, Wisconsin",964,99,27,31,225,915,10,0,0,0,4.20E-05,0.102697095,0.028008299,0.032157676,0.23340249,0.949170124,0.010373444,0
1500000US550551011003,"Block Group 3, Census Tract 1011, Jefferson County, Wisconsin",1530,94,147,94,312,1464,0,8,8,0,1.92E-05,0.061437908,0.096078431,0.061437908,0.203921569,0.956862745,0,0.005228758
1500000US550551012011,"Block Group 1, Census Tract 1012.01, Jefferson County, Wisconsin",1063,16,175,47,290,1053,10,0,0,0,0,0.01505174,0.16462841,0.044214487,0.272812794,0.990592662,0.009407338,0
1500000US550551012012,"Block Group 2, Census Tract 1012.01, Jefferson County, Wisconsin",1035,30,84,30,376,988,17,0,5,0,0,0.028985507,0.08115942,0.028985507,0.363285024,0.954589372,0.016425121,0.004830918
1500000US550551012021,"Block Group 1, Census Tract 1012.02, Jefferson County, Wisconsin",1601,57,230,162,448,1543,4,6,4,0,0,0.035602748,0.143660212,0.101186758,0.279825109,0.963772642,0.002498438,0.002498438
1500000US550551013001,"Block Group 1, Census Tract 1013, Jefferson County, Wisconsin",2315,93,360,162,495,2187,45,0,22,0,5.41E-06,0.040172786,0.155507559,0.069978402,0.213822894,0.944708423,0.019438445,0.00950324
1500000US550551013002,"Block Group 2, Census Tract 1013, Jefferson County, Wisconsin",778,18,157,30,222,647,0,0,0,0,2.31E-05,0.023136247,0.201799486,0.038560411,0.285347044,0.831619537,0,0
1500000US550551013003,"Block Group 3, Census Tract 1013, Jefferson County, Wisconsin",2393,163,299,131,463,2199,5,0,57,0,5.24E-06,0.068115336,0.124947764,0.054743,0.193480986,0.918930213,0.002089427,0.023819473
1500000US550551013004,"Block Group 4, Census Tract 1013, Jefferson County, Wisconsin",758,55,67,73,82,664,94,0,0,0,0,0.072559367,0.088390501,0.096306069,0.10817942,0.875989446,0.124010554,0
1500000US550551014001,"Block Group 1, Census Tract 1014, Jefferson County, Wisconsin",870,31,173,24,251,748,30,0,0,0,0,0.035632184,0.198850575,0.027586207,0.288505747,0.859770115,0.034482759,0
1500000US550551014002,"Block Group 2, Census Tract 1014, Jefferson County, Wisconsin",1655,83,251,47,396,1508,23,0,67,0,1.20E-05,0.050151057,0.151661631,0.028398792,0.239274924,0.911178248,0.013897281,0.040483384
1500000US550551014003,"Block Group 3, Census Tract 1014, Jefferson County, Wisconsin",794,56,121,11,181,713,0,0,0,0,0.000128483,0.070528967,0.152392947,0.013853904,0.227959698,0.897984887,0,0
1500000US550551015001,"Block Group 1, Census Tract 1015, Jefferson County, Wisconsin",651,37,69,18,205,569,0,7,0,0,0.000106182,0.056835637,0.105990783,0.02764977,0.314900154,0.874039939,0,0
1500000US550551015002,"Block Group 2, Census Tract 1015, Jefferson County, Wisconsin",1477,39,172,157,361,1439,0,7,0,0,7.79E-06,0.026404875,0.116452268,0.106296547,0.244414353,0.974272173,0,0
1500000US550551015003,"Block Group 3, Census Tract 1015, Jefferson County, Wisconsin",979,40,76,88,270,933,0,5,0,0,8.35E-06,0.040858018,0.077630235,0.08988764,0.275791624,0.953013279,0,0
1500000US550551015004,"Block Group 4, Census Tract 1015, Jefferson County, Wisconsin",730,53,76,50,122,646,0,0,0,0,0.000157628,0.07260274,0.104109589,0.068493151,0.167123288,0.884931507,0,0
1500000US550551016001,"Block Group 1, Census Tract 1016, Jefferson County, Wisconsin",3085,131,155,1394,276,2570,192,0,81,3.15E-06,1.30E-05,0.042463533,0.050243112,0.451863857,0.089465154,0.833063209,0.062236629,0.026256078
1500000US550551016002,"Block Group 2, Census Tract 1016, Jefferson County, Wisconsin",1161,73,139,82,242,1101,6,1,3,0,2.30E-05,0.06287683,0.119724376,0.070628768,0.208440999,0.948320413,0.005167959,0.002583979
1500000US550551016003,"Block Group 3, Census Tract 1016, Jefferson County, Wisconsin",1302,37,148,141,321,1297,0,0,0,0,1.77E-06,0.028417819,0.113671275,0.108294931,0.246543779,0.996159754,0,0
1500000US550551016004,"Block Group 4, Census Tract 1016, Jefferson County, Wisconsin",1105,37,75,57,321,1032,8,0,0,0,1.15E-05,0.033484163,0.067873303,0.05158371,0.290497738,0.933936652,0.007239819,0
1500000US550551017011,"Block Group 1, Census Tract 1017.01, Jefferson County, Wisconsin",1531,103,176,91,437,1453,1,0,16,0,2.60E-05,0.06727629,0.114957544,0.059438276,0.285434357,0.949052907,0.000653168,0.010450686
1500000US550551017021,"Block Group 1, Census Tract 1017.02, Jefferson County, Wisconsin",2368,118,263,156,482,2333,0,6,7,0,3.92E-06,0.049831081,0.111064189,0.065878378,0.203547297,0.985219595,0,0.002956081
1500000US550551017022,"Block Group 2, Census Tract 1017.02, Jefferson County, Wisconsin",2704,270,386,142,529,2598,24,0,21,0,0,0.099852071,0.142751479,0.052514793,0.195636095,0.960798817,0.00887574,0.007766272
1500000US550571001001,"Block Group 1, Census Tract 1001, Juneau County, Wisconsin",1520,61,125,90,467,1387,13,29,6,0,3.42E-05,0.040131579,0.082236842,0.059210526,0.307236842,0.9125,0.008552632,0.003947368
1500000US550571001002,"Block Group 2, Census Tract 1001, Juneau County, Wisconsin",1296,66,115,66,438,1277,1,3,3,0,0,0.050925926,0.088734568,0.050925926,0.337962963,0.985339506,0.000771605,0.002314815
1500000US550571002001,"Block Group 1, Census Tract 1002, Juneau County, Wisconsin",928,36,101,105,229,880,18,0,21,0,2.32E-06,0.038793103,0.108836207,0.113146552,0.246767241,0.948275862,0.019396552,0.02262931
1500000US550571002002,"Block Group 2, Census Tract 1002, Juneau County, Wisconsin",774,54,81,33,210,767,2,0,0,0,6.68E-06,0.069767442,0.104651163,0.042635659,0.271317829,0.990956072,0.002583979,0
1500000US550571002003,"Block Group 3, Census Tract 1002, Juneau County, Wisconsin",945,36,97,71,272,902,4,3,4,0,3.36E-06,0.038095238,0.102645503,0.075132275,0.287830688,0.954497354,0.004232804,0.004232804
1500000US550571002004,"Block Group 4, Census Tract 1002, Juneau County, Wisconsin",963,63,150,49,239,912,10,6,7,0,1.19E-05,0.065420561,0.15576324,0.050882658,0.248182762,0.947040498,0.010384216,0.007268951
1500000US550571003001,"Block Group 1, Census Tract 1003, Juneau County, Wisconsin",1076,47,73,69,398,1049,8,5,5,0,3.45E-06,0.043680297,0.067843866,0.064126394,0.369888476,0.974907063,0.007434944,0.00464684
1500000US550571003002,"Block Group 2, Census Tract 1003, Juneau County, Wisconsin",1213,59,117,57,434,1185,18,4,5,0,0,0.048639736,0.09645507,0.046990932,0.357790602,0.976916735,0.014839242,0.004122012
1500000US550571003003,"Block Group 3, Census Tract 1003, Juneau County, Wisconsin",1253,93,346,74,304,1244,5,0,0,0,0,0.074221868,0.276137271,0.05905826,0.242617717,0.992817239,0.003990423,0
1500000US550571004001,"Block Group 1, Census Tract 1004, Juneau County, Wisconsin",1164,33,144,55,283,1129,9,11,3,0,0,0.028350515,0.12371134,0.047250859,0.243127148,0.969931271,0.007731959,0.00257732
1500000US550571004002,"Block Group 2, Census Tract 1004, Juneau County, Wisconsin",1070,68,88,88,331,1058,3,3,4,0,0,0.063551402,0.082242991,0.082242991,0.309345794,0.988785047,0.002803738,0.003738318
1500000US550571004003,"Block Group 3, Census Tract 1004, Juneau County, Wisconsin",964,27,130,64,337,887,4,51,8,0,4.30E-06,0.028008299,0.134854772,0.066390041,0.349585062,0.920124481,0.004149378,0.008298755
1500000US550571004004,"Block Group 4, Census Tract 1004, Juneau County, Wisconsin",1776,45,154,55,255,1341,295,16,48,1.90E-06,4.76E-06,0.025337838,0.086711712,0.030968468,0.143581081,0.755067568,0.166103604,0.027027027
1500000US550571005001,"Block Group 1, Census Tract 1005, Juneau County, Wisconsin",935,67,86,48,250,918,17,0,0,0,0,0.071657754,0.09197861,0.051336898,0.267379679,0.981818182,0.018181818,0
1500000US550571005002,"Block Group 2, Census Tract 1005, Juneau County, Wisconsin",1345,138,91,49,313,1188,72,25,7,0,0,0.10260223,0.067657993,0.036431227,0.232713755,0.883271375,0.053531599,0.005204461
1500000US550571005003,"Block Group 3, Census Tract 1005, Juneau County, Wisconsin",807,43,82,58,252,807,0,0,0,0,0,0.053283767,0.101610905,0.071871128,0.312267658,1,0,0
1500000US550571005004,"Block Group 4, Census Tract 1005, Juneau County, Wisconsin",1148,15,133,48,223,1089,28,0,0,0,0,0.013066202,0.115853659,0.041811847,0.194250871,0.948606272,0.024390244,0
1500000US550571006001,"Block Group 1, Census Tract 1006, Juneau County, Wisconsin",1142,113,136,27,308,1071,0,0,5,0,7.67E-06,0.098949212,0.119089317,0.023642732,0.269702277,0.937828371,0,0.004378284
1500000US550571006002,"Block Group 2, Census Tract 1006, Juneau County, Wisconsin",698,34,105,38,222,667,0,0,6,0,0,0.048710602,0.150429799,0.054441261,0.318051576,0.955587393,0,0.008595989
1500000US550571006003,"Block Group 3, Census Tract 1006, Juneau County, Wisconsin",928,27,123,29,293,821,50,13,0,0,2.09E-05,0.029094828,0.132543103,0.03125,0.315732759,0.884698276,0.05387931,0
1500000US550571006004,"Block Group 4, Census Tract 1006, Juneau County, Wisconsin",556,33,46,21,164,547,0,0,5,0,0,0.059352518,0.082733813,0.037769784,0.294964029,0.98381295,0,0.008992806
1500000US550571007001,"Block Group 1, Census Tract 1007, Juneau County, Wisconsin",1021,47,123,69,245,1018,0,1,2,0,0,0.046033301,0.120470127,0.067580803,0.239960823,0.997061704,0,0.001958864
1500000US550571007002,"Block Group 2, Census Tract 1007, Juneau County, Wisconsin",1479,95,209,89,383,1435,11,0,3,0,9.14E-07,0.06423259,0.141311697,0.060175794,0.258958756,0.970250169,0.007437458,0.002028398
1500000US550571007003,"Block Group 3, Census Tract 1007, Juneau County, Wisconsin",1477,55,162,69,396,1247,40,143,5,0,1.28E-05,0.037237644,0.109681787,0.046716317,0.268111036,0.844278944,0.027081923,0.00338524
1500000US550590001001,"Block Group 1, Census Tract 1, Kenosha County, Wisconsin",1764,99,224,83,239,1253,115,67,111,0,3.98E-05,0.056122449,0.126984127,0.047052154,0.135487528,0.71031746,0.065192744,0.06292517
1500000US550590001002,"Block Group 2, Census Tract 1, Kenosha County, Wisconsin",1319,112,212,11,238,942,312,24,0,0,0,0.084912813,0.160727824,0.008339651,0.180439727,0.714177407,0.236542835,0
1500000US550590001003,"Block Group 3, Census Tract 1, Kenosha County, Wisconsin",915,26,176,6,261,827,88,0,0,0,0,0.028415301,0.192349727,0.006557377,0.285245902,0.903825137,0.096174863,0
1500000US550590001004,"Block Group 4, Census Tract 1, Kenosha County, Wisconsin",1313,118,200,85,116,987,206,0,72,0,2.73E-05,0.089870526,0.152322925,0.064737243,0.088347296,0.751713633,0.156892612,0.054836253
1500000US550590001005,"Block Group 5, Census Tract 1, Kenosha County, Wisconsin",795,61,147,13,230,795,0,0,0,0,0,0.07672956,0.18490566,0.016352201,0.289308176,1,0,0
1500000US550590003001,"Block Group 1, Census Tract 3, Kenosha County, Wisconsin",2742,17,80,1050,535,2210,375,0,22,0,1.60E-06,0.006199854,0.029175784,0.382932166,0.195113056,0.805981036,0.136761488,0.008023341
1500000US550590003002,"Block Group 2, Census Tract 3, Kenosha County, Wisconsin",1496,160,233,84,224,1245,50,16,0,0,1.97E-05,0.106951872,0.155748663,0.056149733,0.14973262,0.832219251,0.03342246,0
1500000US550590003003,"Block Group 3, Census Tract 3, Kenosha County, Wisconsin",528,0,160,40,54,355,164,0,0,0,0,0,0.303030303,0.075757576,0.102272727,0.672348485,0.310606061,0
1500000US550590004001,"Block Group 1, Census Tract 4, Kenosha County, Wisconsin",658,76,44,5,151,556,45,0,0,0,2.31E-05,0.11550152,0.066869301,0.007598784,0.229483283,0.844984802,0.068389058,0
1500000US550590004002,"Block Group 2, Census Tract 4, Kenosha County, Wisconsin",422,0,19,7,171,365,0,0,0,0,8.42E-05,0,0.045023697,0.016587678,0.40521327,0.86492891,0,0
1500000US550590004003,"Block Group 3, Census Tract 4, Kenosha County, Wisconsin",990,85,125,96,144,931,28,0,0,0,0,0.085858586,0.126262626,0.096969697,0.145454545,0.94040404,0.028282828,0
1500000US550590004004,"Block Group 4, Census Tract 4, Kenosha County, Wisconsin",1358,122,153,120,311,1331,16,0,0,0,0,0.089837997,0.112665685,0.088365243,0.229013255,0.98011782,0.011782032,0
1500000US550590005001,"Block Group 1, Census Tract 5, Kenosha County, Wisconsin",1179,100,152,52,178,1162,17,0,0,0,0,0.084817642,0.128922816,0.044105174,0.150975403,0.985581001,0.014418999,0
1500000US550590005002,"Block Group 2, Census Tract 5, Kenosha County, Wisconsin",480,31,64,0,123,424,20,0,0,0,7.38E-05,0.064583333,0.133333333,0,0.25625,0.883333333,0.041666667,0
1500000US550590005003,"Block Group 3, Census Tract 5, Kenosha County, Wisconsin",972,15,175,93,306,958,14,0,0,0,0,0.015432099,0.180041152,0.095679012,0.314814815,0.985596708,0.014403292,0
1500000US550590005004,"Block Group 4, Census Tract 5, Kenosha County, Wisconsin",1883,17,107,58,1016,1722,65,0,0,0,1.18E-05,0.009028147,0.056824217,0.030801912,0.539564525,0.914498141,0.034519384,0
1500000US550590005005,"Block Group 5, Census Tract 5, Kenosha County, Wisconsin",580,0,51,16,224,552,28,0,0,0,0,0,0.087931034,0.027586207,0.386206897,0.951724138,0.048275862,0
1500000US550590006011,"Block Group 1, Census Tract 6.01, Kenosha County, Wisconsin",1203,57,49,73,314,1168,18,0,0,0,0,0.047381546,0.040731505,0.060681629,0.261014131,0.970906068,0.014962594,0
1500000US550590006012,"Block Group 2, Census Tract 6.01, Kenosha County, Wisconsin",707,0,0,69,265,707,0,0,0,0,0,0,0,0.097595474,0.374823197,1,0,0
1500000US550590006013,"Block Group 3, Census Tract 6.01, Kenosha County, Wisconsin",2157,137,187,121,333,1769,319,0,59,0,2.15E-06,0.06351414,0.086694483,0.05609643,0.154381085,0.820120538,0.147890589,0.027352805
1500000US550590006014,"Block Group 4, Census Tract 6.01, Kenosha County, Wisconsin",1542,37,102,401,273,1232,118,12,48,0,3.36E-05,0.023994812,0.06614786,0.260051881,0.177042802,0.798962387,0.076523995,0.031128405
1500000US550590006015,"Block Group 5, Census Tract 6.01, Kenosha County, Wisconsin",550,40,80,52,101,335,199,0,6,0,0,0.072727273,0.145454545,0.094545455,0.183636364,0.609090909,0.361818182,0.010909091
1500000US550590006021,"Block Group 1, Census Tract 6.02, Kenosha County, Wisconsin",1742,27,211,77,429,1701,18,0,0,0,0,0.015499426,0.121125144,0.044202067,0.246268657,0.976463835,0.010332951,0
1500000US550590006022,"Block Group 2, Census Tract 6.02, Kenosha County, Wisconsin",3297,243,302,171,699,3063,109,9,25,0,2.30E-06,0.073703367,0.091598423,0.051865332,0.212010919,0.929026388,0.033060358,0.007582651
1500000US550590006023,"Block Group 3, Census Tract 6.02, Kenosha County, Wisconsin",1085,153,42,10,363,976,87,0,0,0,1.87E-05,0.141013825,0.038709677,0.00921659,0.334562212,0.899539171,0.080184332,0
1500000US550590006024,"Block Group 4, Census Tract 6.02, Kenosha County, Wisconsin",1451,77,142,65,135,1244,108,16,9,0,0,0.05306685,0.097863542,0.044796692,0.093039283,0.857339766,0.074431427,0.006202619
1500000US550590007001,"Block Group 1, Census Tract 7, Kenosha County, Wisconsin",370,0,29,46,177,304,25,0,0,0,0,0,0.078378378,0.124324324,0.478378378,0.821621622,0.067567568,0
1500000US550590007002,"Block Group 2, Census Tract 7, Kenosha County, Wisconsin",1318,48,194,89,244,1009,159,22,128,0,0,0.036418816,0.147192716,0.067526555,0.185128983,0.765553869,0.120637329,0.097116844
1500000US550590007003,"Block Group 3, Census Tract 7, Kenosha County, Wisconsin",1704,87,449,257,92,847,449,0,0,0,0.00013156,0.051056338,0.263497653,0.150821596,0.05399061,0.497065728,0.263497653,0
1500000US550590007004,"Block Group 4, Census Tract 7, Kenosha County, Wisconsin",1016,136,191,157,72,533,331,0,0,0,0.0001395,0.133858268,0.187992126,0.154527559,0.070866142,0.524606299,0.325787402,0
1500000US550590007005,"Block Group 5, Census Tract 7, Kenosha County, Wisconsin",973,128,226,33,143,273,636,0,0,0,6.76E-05,0.131551901,0.232271326,0.033915725,0.14696814,0.28057554,0.65364851,0
1500000US550590008001,"Block Group 1, Census Tract 8, Kenosha County, Wisconsin",664,29,169,32,81,440,209,0,3,0,0,0.043674699,0.254518072,0.048192771,0.121987952,0.662650602,0.314759036,0.004518072
1500000US550590008002,"Block Group 2, Census Tract 8, Kenosha County, Wisconsin",892,91,199,99,45,703,146,0,17,0,3.27E-05,0.102017937,0.22309417,0.110986547,0.05044843,0.788116592,0.16367713,0.019058296
1500000US550590008003,"Block Group 3, Census Tract 8, Kenosha County, Wisconsin",1318,62,157,99,149,1068,157,0,0,0,4.32E-05,0.047040971,0.119119879,0.075113809,0.113050076,0.810318665,0.119119879,0
1500000US550590009001,"Block Group 1, Census Tract 9, Kenosha County, Wisconsin",745,7,84,71,177,620,35,0,0,0,6.49E-05,0.009395973,0.112751678,0.095302013,0.237583893,0.832214765,0.046979866,0
1500000US550590009002,"Block Group 2, Census Tract 9, Kenosha County, Wisconsin",769,73,107,87,79,615,134,0,0,0,1.52E-05,0.094928479,0.139141743,0.11313394,0.102730819,0.799739922,0.174252276,0
1500000US550590009003,"Block Group 3, Census Tract 9, Kenosha County, Wisconsin",1260,37,316,190,74,813,263,0,0,0,0.000101411,0.029365079,0.250793651,0.150793651,0.058730159,0.645238095,0.208730159,0
1500000US550590009004,"Block Group 4, Census Tract 9, Kenosha County, Wisconsin",574,30,166,13,62,325,151,0,0,0,7.28E-05,0.052264808,0.289198606,0.022648084,0.108013937,0.566202091,0.263066202,0
1500000US550590009005,"Block Group 5, Census Tract 9, Kenosha County, Wisconsin",552,0,54,53,57,305,145,0,0,0,0.000334751,0,0.097826087,0.096014493,0.10326087,0.552536232,0.262681159,0
1500000US550590010001,"Block Group 1, Census Tract 10, Kenosha County, Wisconsin",1134,35,68,175,68,604,493,0,11,3.89E-06,0,0.030864198,0.059964727,0.154320988,0.059964727,0.532627866,0.434744268,0.009700176
1500000US550590010002,"Block Group 2, Census Tract 10, Kenosha County, Wisconsin",1204,17,0,32,660,1120,59,5,0,0,0,0.014119601,0,0.026578073,0.548172757,0.930232558,0.049003322,0
1500000US550590011001,"Block Group 1, Census Tract 11, Kenosha County, Wisconsin",628,12,10,149,77,488,95,15,18,3.04E-05,0,0.01910828,0.015923567,0.237261146,0.122611465,0.777070064,0.151273885,0.02866242
1500000US550590011002,"Block Group 2, Census Tract 11, Kenosha County, Wisconsin",1520,107,284,109,146,1067,162,0,8,0,2.73E-05,0.070394737,0.186842105,0.071710526,0.096052632,0.701973684,0.106578947,0.005263158
1500000US550590011003,"Block Group 3, Census Tract 11, Kenosha County, Wisconsin",1176,78,114,70,120,409,652,11,0,0,7.95E-06,0.066326531,0.096938776,0.05952381,0.102040816,0.347789116,0.554421769,0
1500000US550590012001,"Block Group 1, Census Tract 12, Kenosha County, Wisconsin",757,31,120,69,53,311,312,0,0,0,0.000129134,0.040951123,0.158520476,0.091149273,0.07001321,0.410832232,0.412153236,0
1500000US550590012002,"Block Group 2, Census Tract 12, Kenosha County, Wisconsin",1397,150,248,83,193,1120,44,0,14,0,4.20E-05,0.107372942,0.177523264,0.059413028,0.138153185,0.801717967,0.031496063,0.010021475
1500000US550590012003,"Block Group 3, Census Tract 12, Kenosha County, Wisconsin",1360,218,113,27,270,1197,94,0,0,0,0,0.160294118,0.083088235,0.019852941,0.198529412,0.880147059,0.069117647,0
1500000US550590012004,"Block Group 4, Census Tract 12, Kenosha County, Wisconsin",816,145,111,27,116,667,142,0,0,0,0,0.177696078,0.136029412,0.033088235,0.142156863,0.817401961,0.174019608,0
1500000US550590013001,"Block Group 1, Census Tract 13, Kenosha County, Wisconsin",698,69,110,23,122,577,0,10,0,0,3.69E-05,0.098853868,0.157593123,0.032951289,0.1747851,0.826647564,0,0
1500000US550590013002,"Block Group 2, Census Tract 13, Kenosha County, Wisconsin",695,17,94,57,184,562,109,10,14,0,0,0.024460432,0.135251799,0.082014388,0.264748201,0.808633094,0.156834532,0.020143885
1500000US550590013003,"Block Group 3, Census Tract 13, Kenosha County, Wisconsin",910,68,180,79,121,823,78,0,9,0,0,0.074725275,0.197802198,0.086813187,0.132967033,0.904395604,0.085714286,0.00989011
1500000US550590013004,"Block Group 4, Census Tract 13, Kenosha County, Wisconsin",2117,182,390,200,154,1576,275,28,31,0,1.61E-05,0.085970713,0.184222957,0.094473311,0.07274445,0.744449693,0.129900803,0.014643363
1500000US550590014001,"Block Group 1, Census Tract 14, Kenosha County, Wisconsin",590,58,62,0,214,517,0,0,65,0,2.30E-05,0.098305085,0.105084746,0,0.362711864,0.876271186,0,0.110169492
1500000US550590014002,"Block Group 2, Census Tract 14, Kenosha County, Wisconsin",513,49,46,17,111,513,0,0,0,0,0,0.095516569,0.089668616,0.033138402,0.216374269,1,0,0
1500000US550590014003,"Block Group 3, Census Tract 14, Kenosha County, Wisconsin",998,80,100,34,267,846,136,0,0,0,0,0.080160321,0.100200401,0.034068136,0.26753507,0.847695391,0.136272545,0
1500000US550590014004,"Block Group 4, Census Tract 14, Kenosha County, Wisconsin",1203,52,108,25,349,1086,28,0,21,0,2.28E-05,0.04322527,0.089775561,0.02078138,0.290108063,0.902743142,0.023275145,0.017456359
1500000US550590014005,"Block Group 5, Census Tract 14, Kenosha County, Wisconsin",1178,18,141,240,193,1144,0,0,15,0,0,0.015280136,0.119694397,0.203735144,0.163837012,0.971137521,0,0.012733447
1500000US550590014006,"Block Group 6, Census Tract 14, Kenosha County, Wisconsin",2166,73,186,225,354,1738,250,15,96,0,4.48E-06,0.033702678,0.085872576,0.103878116,0.163434903,0.802400739,0.115420129,0.04432133
1500000US550590015001,"Block Group 1, Census Tract 15, Kenosha County, Wisconsin",521,40,72,0,72,459,11,17,15,0,4.05E-05,0.076775432,0.138195777,0,0.138195777,0.880998081,0.021113244,0.028790787
1500000US550590015002,"Block Group 2, Census Tract 15, Kenosha County, Wisconsin",760,43,75,40,128,566,65,15,0,0,5.37E-05,0.056578947,0.098684211,0.052631579,0.168421053,0.744736842,0.085526316,0
